id,Category,Intension,Augmented Intension with GPT4
00064,Advertising,Create a Twitter advertisement for a fishmonger's market. Promote the catch of the day and offer exclusive discounts on fresh seafood. Encourage viewers to order now and enjoy a flavorful seafood meal.,"An alluring Twitter ad showcasing a bustling fishmonger's market. The spotlight is on the 'Catch of the Day', a glistening, freshly caught salmon, resting on a bed of crushed ice. Vibrant promo banners offer exclusive discounts, while a tantalizing seafood platter teases the senses. A bold call-to-action urges viewers to 'Order Now' for a seafood feast."
00065,Advertising,Create a Twitter advertisement to promote the offer of premium oysters from a fish market. The ad emphasizes the experience of premium dining at a discounted price. Encourage the viewers to order now.,"An enticing Twitter ad showcasing a luxurious platter of gleaming premium oysters, freshly harvested from the sea, nestled on a bed of ice. A delicate mist hovers over them, enhancing their freshness. The background features a sophisticated, dimly-lit dining ambiance, hinting at a premium dining experience. Bold, golden text reads ""Experience Luxury Dining at Discounted Prices. Order Now!"" A subtle countdown timer adds urgency to the exclusive offer."
00066,Advertising,"Create an advertisement for seafood gift crates, highlighting their quality and suitability for any occasion. Encourage viewers to order now.","An elegant, high-quality seafood gift crate, brimming with fresh, glistening delicacies from the ocean. Luscious lobsters, succulent shrimps, and mouth-watering oysters are neatly arranged, nestled in a bed of fresh, crisp seaweed. A tastefully designed banner floats above, declaring ""Perfect for Any Occasion! Order Now for a Taste of the Sea!"". The backdrop is a serene beach sunset, adding warmth and allure to the scene."
00067,Advertising,"Create a Facebook advertisement for a fish market, promoting their weekly assortment of fresh catches. Encourage viewers to visit the store now.","An invigorating, bustling scene of a local fish market, brimming with an array of colorful, glistening fresh catches artfully displayed on crushed ice. A hand-drawn chalkboard sign announces the weekly assortment with playful sea-themed doodles. In the background, friendly shopkeepers in aprons are engaging with customers. The vibrant image is overlaid with a persuasive, slightly transparent banner that reads, ""Visit Us Today for the Freshest Catch of the Week!"""
00068,Advertising,Create an eye-catching advertisement for a premium glassware collection. The design should highlight the quality and craftsmanship of the glassware. The advertisement should emphasize the convenience of shopping online and offer a 10% discount.,"A luxurious, gleaming glassware collection showcased under soft, warm lights to highlight their artisanal craftsmanship. The glasses sparkle with the promise of quality, reflecting a sophisticated lifestyle. A bold, gold-embossed tagline says ""Shop Premium, Save Big"", and a digital shopping cart icon subtly emphasizes online shopping convenience. A corner banner in royal blue displays a 10% off discount, adding an irresistible appeal."
00069,Advertising,Create an advertisement for a special offer on a glass drinkware set. The set is limited stock and can be purchased for only $200. Encourage customers to order now.,"An enticing advertisement showcasing a gleaming glass drinkware set, each piece reflecting a soft, inviting glow. A bold, red ""Limited Stock"" label is prominently displayed, creating a sense of urgency. Beneath it, a sleek golden tag reveals a tantalizing price of only ""$200"". A persuasive call-to-action, ""Order Now"", pulses with a persuasive allure at the bottom, beckoning potential customers."
00070,Advertising,Create an advertisement for a custom glassware company offering a complimentary design consultation for the first 20 orders.,"An alluring, vintage-style advertisement for a renowned custom glassware company. The centerpiece is a spectacular array of their finest glassware, shimmering under warm, golden light. The pieces range from elegant wine goblets to intricate decanters, radiating quality and craftsmanship. Beside this, a striking banner announces a complimentary design consultation for the first 20 orders, elegantly handwritten in regal gold ink against a deep, rich blue background."
00071,Advertising,Create a Facebook advertisement for a fish market with a 50% discount on seafood. Promote the freshness and quality of the fish.,"An enchanting, vibrant Facebook advertisement for a bustling fish market. The headline boldly announces a 50% discount on all seafood. A plethora of fresh, gleaming fish, caught just hours ago, are artfully arrayed on a bed of ice. A fishmonger, with a friendly smile, proudly displays a large, shining salmon. The backdrop is a busy, spotlessly clean market, filled with customers savouring the enticing aroma of the sea. The tagline, emphasizing freshness and quality, pops in crisp, white letters against the deep blue oceanic theme."
00072,Advertising,Create a Facebook advertisement for a seafood retail shop offering a 20% discount on fresh seafood.,"An enticing Facebook advertisement featuring a lively seafood retail shop. Crisp, ice-filled displays are brimming with a vibrant assortment of fresh seafood. Lobsters, crabs, and fishes glisten under the cool light, their freshness promising a delectable meal. A bold, navy blue banner sweeps across the image, highlighting the irresistible offer: ""20% off on Fresh Seafood"". The shop's logo, a playful dolphin leaping over the wave, anchors the scene in the bottom right corner."
00073,Advertising,Promote a seafood culinary workshop where participants can learn to create a delicious and gourmet seafood symphony. The workshop is free to attend.,"An inviting culinary workshop set in a bright, contemporary kitchen adorned with polished stainless steel appliances. At the center, a vibrant array of fresh seafood - glistening salmon, plump oysters, and succulent prawns - awaits. Enthusiastic participants, aprons on, gather around, eager to transform these ingredients into a gourmet seafood symphony. A chalkboard sign announces, 'Free Seafood Culinary Workshop,' promising an enticing, educational experience for all."
